8,7,51,0.01,0.00,-0.00,0.00,0.98,0.00
8,7,52,0.01,0.00,0.00,0.00,0.79,0.00
8,7,53,0.01,0.04,0.00,0.00,0.98,0.00
8,7,54,0.01,0.00,0.00,0.00,1.07,0.00
8,7,55,0.01,-0.01,-0.00,0.00,0.96,0.00
8,7,56,0.01,-0.01,-0.00,0.00,1.06,0.00
8,7,58,0.01,0.01,0.00,0.00,0.97,0.00
8,7,59,0.01,0.02,0.00,0.00,0.91,0.00
8,8,0,0.01,0.01,0.00,0.00,0.87,0.00
8,8,1,4.56,0.59,2.81,0.00,0.96,0.00
8,8,2,4.81,0.60,2.88,0.00,0.97,0.00
8,8,3,4.81,0.61,2.95,0.00,1.00,-0.00
8,8,5,4.81,0.62,2.96,0.00,0.89,0.00
8,8,6,4.80,0.63,3.02,0.00,1.04,0.00
8,8,7,4.81,0.61,2.94,0.00,0.93,0.00
8,8,8,4.81,0.59,2.85,0.00,1.07,0.00
8,8,9,4.81,0.62,3.00,0.00,0.96,0.00
8,8,10,4.80,0.60,2.88,0.00,0.97,0.00
8,8,12,4.80,0.61,2.94,0.00,1.02,0.00
8,8,13,4.81,0.61,2.93,0.00,0.91,0.00
8,8,14,4.81,0.62,2.97,0.00,0.98,0.00
8,8,15,4.81,0.63,3.01,0.00,1.00,0.00
8,8,16,4.80,0.63,3.00,0.00,1.08,0.00
8,8,17,4.80,0.60,2.90,0.00,0.94,0.00
8,8,19,4.81,0.61,2.91,0.00,1.06,0.00
8,8,20,4.80,0.61,2.93,0.00,1.01,0.00
8,8,21,4.81,0.62,2.98,0.00,0.80,0.00
8,8,22,4.80,0.60,2.89,0.00,0.96,0.00
8,8,23,4.80,0.62,2.98,0.00,1.06,0.00
8,8,24,4.81,0.62,2.98,0.00,0.99,0.00
8,8,25,4.81,0.62,2.97,0.00,0.97,0.00
8,8,27,4.81,0.62,2.96,0.00,1.04,0.00
8,8,28,4.80,0.61,2.93,0.00,0.96,0.00
8,8,29,4.81,0.62,3.00,0.00,1.13,0.00
8,8,30,4.81,0.61,2.95,0.00,0.99,0.00
8,8,31,4.81,0.60,2.89,0.00,1.01,0.00
8,8,32,4.81,0.62,2.99,0.00,1.03,0.00
8,8,34,4.81,0.62,2.96,0.00,0.91,0.00
8,8,35,4.81,0.60,2.90,0.00,0.93,0.00
8,8,36,4.81,0.59,2.86,0.00,0.96,0.00
8,8,37,4.81,0.61,2.92,0.00,0.94,0.00
8,8,38,4.81,0.61,2.94,0.00,0.97,0.00
8,8,39,4.80,0.60,2.89,0.00,1.06,0.00
8,8,41,4.81,0.62,2.98,0.00,0.96,0.00
8,8,42,4.81,0.59,2.86,0.00,0.91,0.00
8,8,43,4.80,0.61,2.91,0.00,0.85,0.00
8,8,44,4.81,0.61,2.95,0.00,0.92,0.00
8,8,45,4.81,0.63,3.03,0.00,1.01,0.00
8,8,46,4.81,0.61,2.91,0.00,1.00,0.00
8,8,47,4.81,0.60,2.88,0.00,0.91,0.00
8,8,49,4.81,0.60,2.89,0.00,1.03,0.00
8,8,50,4.80,0.61,2.94,0.00,1.03,0.00
8,8,51,4.80,0.61,2.94,0.00,0.97,0.00
8,8,52,4.80,0.59,2.82,0.00,1.03,0.00
8,8,53,4.80,0.61,2.91,0.00,0.96,0.00
8,8,54,4.80,0.61,2.91,0.00,0.96,0.00
8,8,56,4.81,0.63,3.02,0.00,1.03,0.00
8,8,57,4.81,0.60,2.89,0.00,0.96,0.00
8,8,58,4.81,0.61,2.96,0.00,0.92,0.00
8,8,59,4.81,0.61,2.93,0.00,1.10,0.00
8,9,0,4.81,0.61,2.94,0.00,1.02,-0.00
8,9,1,4.80,0.60,2.89,0.00,1.02,0.00
8,9,3,4.81,0.61,2.92,0.00,1.09,0.00
8,9,4,4.81,0.61,2.96,0.00,0.97,0.00
8,9,5,4.81,0.60,2.90,0.00,0.88,0.00
8,9,6,4.81,0.61,2.93,0.00,0.96,0.00
8,9,7,4.81,0.63,3.01,0.00,0.99,0.00
8,9,8,4.81,0.61,2.93,0.00,1.00,0.00
8,9,10,4.80,0.61,2.93,0.00,0.96,0.00
8,9,11,4.81,0.62,2.96,0.00,0.96,0.00
8,9,12,4.81,0.59,2.86,0.00,1.02,0.00
8,9,13,4.81,0.60,2.88,0.00,1.09,0.00
8,9,14,4.81,0.59,2.85,0.00,0.97,0.00
8,9,15,4.81,0.60,2.89,0.00,0.92,0.00
8,9,17,4.81,0.60,2.89,0.00,0.90,0.00
8,9,18,4.81,0.62,2.98,0.00,0.93,0.00
8,9,19,4.81,0.61,2.91,0.00,0.93,0.00
8,9,20,4.81,0.60,2.87,0.00,1.00,0.00
8,9,21,4.81,0.60,2.90,0.00,0.90,0.00
8,9,22,4.80,0.59,2.85,0.00,0.94,0.00
8,9,23,4.80,0.62,2.96,0.00,0.94,0.00
8,9,25,4.81,0.62,3.00,0.00,1.01,0.00
8,9,26,4.81,0.60,2.89,0.00,0.91,0.00
8,9,27,4.81,0.61,2.91,0.00,1.03,0.00
8,9,28,4.81,0.62,3.00,0.00,0.94,0.00
8,9,29,4.81,0.60,2.89,0.00,0.97,0.00
8,9,30,4.81,0.61,2.94,0.00,0.94,0.00
8,9,32,4.81,0.60,2.87,0.00,1.01,0.00
8,9,33,4.81,0.62,2.98,0.00,0.96,0.00
